Region Name,Region Code,Series Name,Series Code,2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014]
"Blora, Kab.",IDN_Blora_Kab_18033,Villages with road: Other (in % of total villages),ROD.VILG.OTHR.ZS,0.68,..,..,..,..,0.34,..,..,..,..,..,0.3389831,..,..,..
"Boalemo, Kab.",IDN_Boalemo_Kab_73658,Human Development Index,IDX.HDI,..,..,..,..,64.37064,65.91457,66.44889,67.24458,67.75271,..,..,69.16,..,69.78,..
"Boalemo, Kab.",IDN_Boalemo_Kab_73658,Morbidity Rate (in %),SH.MORB.ZS,36.1628,36.00349,36.00042,38.75502,38.80938,29.9204,31.22576,56.7643,64.20884,59.44812,52.86523,41.54324,35.1747214794159,29.0567249059677,..
"Boalemo, Kab.",IDN_Boalemo_Kab_73658,Net Enrollment Ratio: Primary (in %),SE.PRM.NENR.ZS,88.12,83.42,85.52,91.29,88.34,84.09,92.22,92.61,93.25,93.97,91.64,90.7,91.59,95.038376,95.82
"Boalemo, Kab.",IDN_Boalemo_Kab_73658,Net Enrollment Ratio: Junior Secondary (in %),SE.JRSEC.NENR.ZS,45.09,31.85,38.88,44.88,46.3,47.7,57.37,50,55.59,56.28,50.56,54.31,63.23,64.981308,70.87
"Boalemo, Kab.",IDN_Boalemo_Kab_73658,Net Enrollment Ratio: Senior Secondary (in %),SE.SRSEC.NENR.ZS,23.36,12.27,18.81,11.52,16.98,27.27,34.38,34.73,36.28,38.53,37.06,36.98,33.27,56.471848,57.01
"Boalemo, Kab.",IDN_Boalemo_Kab_73658,Number of hospitals,SH.HOSP.TOTL,1,..,..,..,..,2,..,..,..,..,..,1,..,..,..
"Boalemo, Kab.",IDN_Boalemo_Kab_73658,Number of Doctors,SH.DR.TOTL,..,..,..,17,..,17,..,..,25,..,..,24,..,..,..
"Boalemo, Kab.",IDN_Boalemo_Kab_73658,Number of Midwives,SH.MED.MWIV.TOTL,..,..,..,112,..,43,..,..,52,..,..,70,..,..,..
"Boalemo, Kab.",IDN_Boalemo_Kab_73658,Number of Puskesmas and its line services,SH.PUSKESMAS.TOTL,247,..,..,59,..,28,..,..,..,..,..,43,..,..,..
"Boalemo, Kab.",IDN_Boalemo_Kab_73658,Number of Polindes (Poliklinik Desa/Village Polyclinic),SH.POLINDES.TOTL,234,..,..,73,..,28,..,..,43,..,..,10,..,..,..
"Boalemo, Kab.",IDN_Boalemo_Kab_73658,Number of schools at junior secondary level,SE.SCHL.JRSEC,97,..,..,34,..,20,..,..,35,..,..,57,..,..,..
"Boalemo, Kab.",IDN_Boalemo_Kab_73658,Number of schools at primary level,SE.SCHL.PRM,670,..,..,188,..,103,..,..,112,..,..,141,..,..,..
"Boalemo, Kab.",IDN_Boalemo_Kab_73658,Number of schools at Senior Secondary level,SE.SCHL.SRSEC,31,..,..,6,..,11,..,..,11,..,..,17,..,..,..
"Boalemo, Kab.",IDN_Boalemo_Kab_73658,Poverty Line (in IDR),SI.POV.NAPL,..,..,..,..,..,114725,125449,133508,154672,200692,212873,231480,249459,269570,292557
"Boalemo, Kab.",IDN_Boalemo_Kab_73658,Poverty Rate (in % of population),SI.POV.NAPR.ZS,..,..,33.39,32.71,32.4,31.47,31.41,29.21,23.17,20.74,19.82,21.9,20.41,21.79,20.79
"Boalemo, Kab.",IDN_Boalemo_Kab_73658,Poverty Gap (index),SI.POV.NGAP,..,..,6.16,8.51,8.2,7.2,6.03,4.58,4.54,3.53,3.49,3.27,3.92,3.31,4.24
"Boalemo, Kab.",IDN_Boalemo_Kab_73658,Total GDP based on expenditure (in IDR Million),NE.GDI.TOTL.CR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Boalemo, Kab.",IDN_Boalemo_Kab_73658,Total Population (in number of people),SP.POP.TOTL,..,192848,97134,104376,106097,106856,118947,123243,127639,128540,129253,133633,137476,141547,..
"Boalemo, Kab.",IDN_Boalemo_Kab_73658,Villages with road: Asphalt (in % of total villages),ROD.VILG.ASPH.ZS,63.61,..,..,63.64,..,61.19,..,..,65.48,..,..,70.2381,..,..,..
"Boalemo, Kab.",IDN_Boalemo_Kab_73658,Villages with road: Dirt (in % of total villages),ROD.VILG.DIRT.ZS,10.09,..,..,4.04,..,22.39,..,..,16.67,..,..,7.142857,..,..,..
"Boalemo, Kab.",IDN_Boalemo_Kab_73658,Villages with road: Gravel (in % of total villages),ROD.VILG.GRAVL.ZS,20.8,..,..,25.25,..,16.42,..,..,16.67,..,..,22.61905,..,..,..
"Boalemo, Kab.",IDN_Boalemo_Kab_73658,Villages with road: Other (in % of total villages),ROD.VILG.OTHR.ZS,1.83,..,..,..,..,..,..,..,1.19,..,..,..,..,..,..
"Bogor, Kab.",IDN_Bogor_Kab_18008,Human Development Index,IDX.HDI,..,..,..,..,68.29812,69.17043,69.72776,70.08075,70.6589,..,..,72.58,..,73.92,..
"Bogor, Kab.",IDN_Bogor_Kab_18008,Morbidity Rate (in %),SH.MORB.ZS,25.37948,23.35741,26.08537,25.61029,27.02366,24.2331,30.88262,37.5204,42.64019,43.24889,40.64672,41.05342,40.1630103588104,40.4299139976501,..
"Bogor, Kab.",IDN_Bogor_Kab_18008,Net Enrollment Ratio: Primary (in %),SE.PRM.NENR.ZS,92.63,90.15,92.93,87.74,91.56,82.94,91.12,93.4,95.23,95.22,92.8,89.32,91.89,98.244194,98.2
"Bogor, Kab.",IDN_Bogor_Kab_18008,Net Enrollment Ratio: Junior Secondary (in %),SE.JRSEC.NENR.ZS,52.49,37.66,50.15,47.73,48.34,48.21,50.35,61.8,69.12,55.74,60.9,59.9,65.72,65.191704,66.8
"Bogor, Kab.",IDN_Bogor_Kab_18008,Net Enrollment Ratio: Senior Secondary (in %),SE.SRSEC.NENR.ZS,34.3,28.34,24.63,24.37,28.52,25.39,29.77,31.59,32.94,33.78,29.89,30.4,50.84,43.091221,48.89
"Bogor, Kab.",IDN_Bogor_Kab_18008,Number of hospitals,SH.HOSP.TOTL,9,..,..,12,..,16,..,..,..,..,..,15,..,..,..
"Bogor, Kab.",IDN_Bogor_Kab_18008,Number of Doctors,SH.DR.TOTL,..,..,..,334,..,354,..,..,460,..,..,490,..,..,..
"Bogor, Kab.",IDN_Bogor_Kab_18008,Number of Midwives,SH.MED.MWIV.TOTL,..,..,..,761,..,660,..,..,891,..,..,899,..,..,..
"Bogor, Kab.",IDN_Bogor_Kab_18008,Number of Puskesmas and its line services,SH.PUSKESMAS.TOTL,171,..,..,206,..,206,..,..,..,..,..,182,..,..,..
"Bogor, Kab.",IDN_Bogor_Kab_18008,Number of Polindes (Poliklinik Desa/Village Polyclinic),SH.POLINDES.TOTL,156,..,..,80,..,86,..,..,24,..,..,16,..,..,..
"Bogor, Kab.",IDN_Bogor_Kab_18008,Number of schools at junior secondary level,SE.SCHL.JRSEC,353,..,..,388,..,466,..,..,521,..,..,735,..,..,..
"Bogor, Kab.",IDN_Bogor_Kab_18008,Number of schools at primary level,SE.SCHL.PRM,2136,..,..,2064,..,2117,..,..,2004,..,..,2243,..,..,..
"Bogor, Kab.",IDN_Bogor_Kab_18008,Number of schools at Senior Secondary level,SE.SCHL.SRSEC,156,..,..,156,..,239,..,..,252,..,..,432,..,..,..
"Bogor, Kab.",IDN_Bogor_Kab_18008,Poverty Line (in IDR),SI.POV.NAPL,..,..,..,..,..,140968,146710,152483,173281,197319,214338,235682,252542,271970,280312
"Bogor, Kab.",IDN_Bogor_Kab_18008,Poverty Rate (in % of population),SI.POV.NAPR.ZS,..,..,12.54,12.55,11.94,12.5,13.83,13.1,12.11,10.81,9.97,9.65,8.82,9.54,8.91
"Bogor, Kab.",IDN_Bogor_Kab_18008,Poverty Gap (index),SI.POV.NGAP,..,..,2.03,2.45,2.06,2.82,2.69,2.53,3.23,1.69,1.67,1.6,1.27,1.39,1.27
"Bogor, Kab.",IDN_Bogor_Kab_18008,Total GDP based on expenditure (in IDR Million),NE.GDI.TOTL.CR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Bogor, Kab.",IDN_Bogor_Kab_18008,Total Population (in number of people),SP.POP.TOTL,4652229,3630400,3762220,3901479,3797875,3802998.9422534,3912559,3971128,4029263,4086428,4771932,4943746,5073116,5202097,..
"Bogor, Kab.",IDN_Bogor_Kab_18008,Villages with road: Asphalt (in % of total villages),ROD.VILG.ASPH.ZS,70.52,..,..,72,..,78.17,..,..,70.79,..,..,89.01869,..,..,..
"Bogor, Kab.",IDN_Bogor_Kab_18008,Villages with road: Dirt (in % of total villages),ROD.VILG.DIRT.ZS,3.07,..,..,3.29,..,2.82,..,..,1.87,..,..,0.4672897,..,..,..
"Bogor, Kab.",IDN_Bogor_Kab_18008,Villages with road: Gravel (in % of total villages),ROD.VILG.GRAVL.ZS,26.42,..,..,24.71,..,18.54,..,..,27.34,..,..,10.51402,..,..,..
"Bogor, Kab.",IDN_Bogor_Kab_18008,Villages with road: Other (in % of total villages),ROD.VILG.OTHR.ZS,..,..,..,..,..,0.23,..,..,..,..,..,..,..,..,..
"Bogor, Kota",IDN_Bogor_Kota_18016,Human Development Index,IDX.HDI,..,..,..,..,73.99155,74.33504,74.57088,74.72826,75.16293,..,..,76.08,..,76.82,..
"Bogor, Kota",IDN_Bogor_Kota_18016,Morbidity Rate (in %),SH.MORB.ZS,12.22375,17.79425,10.65837,13.21328,12.71087,19.40239,22.67191,19.21296,31.02104,32.16721,29.92373,29.1671,24.1836413741112,23.8132432103157,..
"Bogor, Kota",IDN_Bogor_Kota_18016,Net Enrollment Ratio: Primary (in %),SE.PRM.NENR.ZS,92.77,91.92,91.58,91.12,93.31,86.91,92.26,94.95,92.11,89.19,96.46,91.4,91.77,97.887787,98.32
"Bogor, Kota",IDN_Bogor_Kota_18016,Net Enrollment Ratio: Junior Secondary (in %),SE.JRSEC.NENR.ZS,76.1,58.96,68.34,69.16,77.25,68.79,68.84,68.35,57.25,68.97,70.07,69.11,72.18,79.074738,86.15
"Bogor, Kota",IDN_Bogor_Kota_18016,Net Enrollment Ratio: Senior Secondary (in %),SE.SRSEC.NENR.ZS,58.9,40.98,48.61,57.66,47.74,38.64,52.38,50.3,62.18,47.32,48.41,47.11,62.94,62.127407,69.4
"Bogor, Kota",IDN_Bogor_Kota_18016,Number of hospitals,SH.HOSP.TOTL,5,..,..,5,..,12,..,..,..,..,..,10,..,..,..
"Bogor, Kota",IDN_Bogor_Kota_18016,Number of Doctors,SH.DR.TOTL,..,..,..,364,..,373,..,..,251,..,..,259,..,..,..
"Bogor, Kota",IDN_Bogor_Kota_18016,Number of Midwives,SH.MED.MWIV.TOTL,..,..,..,205,..,177,..,..,198,..,..,237,..,..,..
"Bogor, Kota",IDN_Bogor_Kota_18016,Number of Puskesmas and its line services,SH.PUSKESMAS.TOTL,41,..,..,53,..,54,..,..,..,..,..,48,..,..,..
"Bogor, Kota",IDN_Bogor_Kota_18016,Number of Polindes (Poliklinik Desa/Village Polyclinic),SH.POLINDES.TOTL,4,..,..,4,..,..,..,..,..,..,..,..,..,..,..
"Bogor, Kota",IDN_Bogor_Kota_18016,Number of schools at junior secondary level,SE.SCHL.JRSEC,107,..,..,116,..,113,..,..,60,..,..,126,..,..,..
"Bogor, Kota",IDN_Bogor_Kota_18016,Number of schools at primary level,SE.SCHL.PRM,374,..,..,361,..,357,..,..,259,..,..,312,..,..,..
"Bogor, Kota",IDN_Bogor_Kota_18016,Number of schools at Senior Secondary level,SE.SCHL.SRSEC,82,..,..,65,..,103,..,..,36,..,..,107,..,..,..
"Bogor, Kota",IDN_Bogor_Kota_18016,Poverty Line (in IDR),SI.POV.NAPL,..,..,..,..,..,169570,185185,200888,223218,256414,278530,305870,331955,360518,372886
"Bogor, Kota",IDN_Bogor_Kota_18016,Poverty Rate (in % of population),SI.POV.NAPR.ZS,..,..,7.34,7.98,7.85,8.31,9.64,9.47,9.72,8.82,9.47,9.16,8.47,8.19,7.74
"Bogor, Kota",IDN_Bogor_Kota_18016,Poverty Gap (index),SI.POV.NGAP,..,..,1.13,1.24,1.02,1.44,1.7,1.66,1.73,1.23,1.6,1.33,1.25,1.13,1.12
"Bogor, Kota",IDN_Bogor_Kota_18016,Total GDP based on expenditure (in IDR Million),NE.GDI.TOTL.CR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Bogor, Kota",IDN_Bogor_Kota_18016,Total Population (in number of people),SP.POP.TOTL,750819,762677,776404,791546,907614,908648.243448532,933217,964434,996371,1028907,950334,976791,995081,1013019,..
"Bogor, Kota",IDN_Bogor_Kota_18016,Villages with road: Asphalt (in % of total villages),ROD.VILG.ASPH.ZS,92.65,..,..,92.65,..,91.18,..,..,100,..,..,97.05882,..,..,..
"Bogor, Kota",IDN_Bogor_Kota_18016,Villages with road: Dirt (in % of total villages),ROD.VILG.DIRT.ZS,..,..,..,..,..,1.47,..,..,..,..,..,..,..,..,..
"Bogor, Kota",IDN_Bogor_Kota_18016,Villages with road: Gravel (in % of total villages),ROD.VILG.GRAVL.ZS,7.35,..,..,5.88,..,5.88,..,..,..,..,..,2.941176,..,..,..
"Bogor, Kota",IDN_Bogor_Kota_18016,Villages with road: Other (in % of total villages),ROD.VILG.OTHR.ZS,..,..,..,1.47,..,..,..,..,..,..,..,..,..,..,..
"Bojonegoro, Kab.",IDN_Bojonegoro_Kab_18067,Human Development Index,IDX.HDI,..,..,..,..,63.23627,63.60256,64.93048,65.50065,65.83208,..,..,67.32,..,68.32,..
"Bojonegoro, Kab.",IDN_Bojonegoro_Kab_18067,Morbidity Rate (in %),SH.MORB.ZS,26.21605,21.93734,28.82287,21.82922,28.23416,27.49265,24.18389,24.61589,27.26967,27.05853,24.11613,20.1456,19.786573946476,20.314347743988,..
"Bojonegoro, Kab.",IDN_Bojonegoro_Kab_18067,Net Enrollment Ratio: Primary (in %),SE.PRM.NENR.ZS,92.21,95.39,94.84,93.24,93.63,92.51,95.22,91.91,92.63,92.11,94.53,91.36,89.91,93.071404,94.12
"Bojonegoro, Kab.",IDN_Bojonegoro_Kab_18067,Net Enrollment Ratio: Junior Secondary (in %),SE.JRSEC.NENR.ZS,66.3,69.45,70.41,74.24,70.82,81.05,81.38,71.08,67.35,68.51,67.39,64.2,72.44,74.333687,76.98
"Bojonegoro, Kab.",IDN_Bojonegoro_Kab_18067,Net Enrollment Ratio: Senior Secondary (in %),SE.SRSEC.NENR.ZS,30.84,30.33,34.88,42.2,35.21,48.05,43.26,43.69,46.93,36.49,46.73,50.28,42.8,52.301399,56.83
"Bojonegoro, Kab.",IDN_Bojonegoro_Kab_18067,Number of hospitals,SH.HOSP.TOTL,4,..,..,5,..,8,..,..,..,..,..,10,..,..,..
"Bojonegoro, Kab.",IDN_Bojonegoro_Kab_18067,Number of Doctors,SH.DR.TOTL,..,..,..,103,..,119,..,..,100,..,..,132,..,..,..
"Bojonegoro, Kab.",IDN_Bojonegoro_Kab_18067,Number of Midwives,SH.MED.MWIV.TOTL,..,..,..,522,..,430,..,..,516,..,..,535,..,..,..
"Bojonegoro, Kab.",IDN_Bojonegoro_Kab_18067,Number of Puskesmas and its line services,SH.PUSKESMAS.TOTL,111,..,..,112,..,103,..,..,..,..,..,104,..,..,..
"Bojonegoro, Kab.",IDN_Bojonegoro_Kab_18067,Number of Polindes (Poliklinik Desa/Village Polyclinic),SH.POLINDES.TOTL,268,..,..,223,..,239,..,..,319,..,..,261,..,..,..
"Bojonegoro, Kab.",IDN_Bojonegoro_Kab_18067,Number of schools at junior secondary level,SE.SCHL.JRSEC,169,..,..,162,..,163,..,..,74,..,..,202,..,..,..
"Bojonegoro, Kab.",IDN_Bojonegoro_Kab_18067,Number of schools at primary level,SE.SCHL.PRM,1014,..,..,1000,..,1006,..,..,582,..,..,1013,..,..,..
"Bojonegoro, Kab.",IDN_Bojonegoro_Kab_18067,Number of schools at Senior Secondary level,SE.SCHL.SRSEC,70,..,..,64,..,89,..,..,28,..,..,126,..,..,..
"Bojonegoro, Kab.",IDN_Bojonegoro_Kab_18067,Poverty Line (in IDR),SI.POV.NAPL,..,..,..,..,..,124409,138501,145238,149846,192476,211213,230397,246454,263439,272886
"Bojonegoro, Kab.",IDN_Bojonegoro_Kab_18067,Poverty Rate (in % of population),SI.POV.NAPR.ZS,..,..,28.34,28.09,27.7,27.12,28.38,26.37,23.87,21.27,18.78,17.47,16.6,16.02,15.48
"Bojonegoro, Kab.",IDN_Bojonegoro_Kab_18067,Poverty Gap (index),SI.POV.NGAP,..,..,4.89,5.45,4.8,5.36,4.75,4.06,4.98,3.49,3.47,2.96,2.59,2.47,2.62
"Bojonegoro, Kab.",IDN_Bojonegoro_Kab_18067,Total GDP based on expenditure (in IDR Million),NE.GDI.TOTL.CR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Bojonegoro, Kab.",IDN_Bojonegoro_Kab_18067,Total Population (in number of people),SP.POP.TOTL,1186934,1195706,1204542,1212700,1217508,1224627,1247919,1255914,1263551,1270876,1209973,1217775,1223079,1227704,..
"Bojonegoro, Kab.",IDN_Bojonegoro_Kab_18067,Villages with road: Asphalt (in % of total villages),ROD.VILG.ASPH.ZS,34.19,..,..,31.16,..,35.81,..,..,38.14,..,..,44.88372,..,..,..
"Bojonegoro, Kab.",IDN_Bojonegoro_Kab_18067,Villages with road: Dirt (in % of total villages),ROD.VILG.DIRT.ZS,7.91,..,..,5.12,..,1.16,..,..,0.23,..,..,0.4651163,..,..,..
"Bojonegoro, Kab.",IDN_Bojonegoro_Kab_18067,Villages with road: Gravel (in % of total villages),ROD.VILG.GRAVL.ZS,57.91,..,..,63.26,..,63.02,..,..,61.63,..,..,54.65116,..,..,..
"Bojonegoro, Kab.",IDN_Bojonegoro_Kab_18067,Villages with road: Other (in % of total villages),ROD.VILG.OTHR.ZS,..,..,..,0.23,..,..,..,..,..,..,..,..,..,..,..
"Bolaang Mongondow Selatan, Kab.",IDN_Bolaang_Mongondow_Selatan_18242,Human Development Index,IDX.HDI,..,..,..,..,..,..,..,..,69.65403,..,..,70.87,..,72.27,..
"Bolaang Mongondow Selatan, Kab.",IDN_Bolaang_Mongondow_Selatan_18242,Morbidity Rate (in %),SH.MORB.ZS,..,..,..,..,..,..,..,..,..,..,33.10667,25.97238,25.1037240028381,32.4370145797729,..
"Bolaang Mongondow Selatan, Kab.",IDN_Bolaang_Mongondow_Selatan_18242,Net Enrollment Ratio: Primary (in %),SE.PRM.NENR.ZS,..,..,..,..,..,..,..,..,..,..,93.31,90.85,94.52,97.478745,97.76
"Bolaang Mongondow Selatan, Kab.",IDN_Bolaang_Mongondow_Selatan_18242,Net Enrollment Ratio: Junior Secondary (in %),SE.JRSEC.NENR.ZS,..,..,..,..,..,..,..,..,..,..,62.08,57.51,65.5,67.561447,70.27
"Bolaang Mongondow Selatan, Kab.",IDN_Bolaang_Mongondow_Selatan_18242,Net Enrollment Ratio: Senior Secondary (in %),SE.SRSEC.NENR.ZS,..,..,..,..,..,..,..,..,..,..,46.37,43,51.65,34.509151,50.43
"Bolaang Mongondow Selatan, Kab.",IDN_Bolaang_Mongondow_Selatan_18242,Number of hospitals,SH.HOSP.TOTL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Bolaang Mongondow Selatan, Kab.",IDN_Bolaang_Mongondow_Selatan_18242,Number of Doctors,SH.DR.TOTL,..,..,..,..,..,..,..,..,..,..,..,10,..,..,..
"Bolaang Mongondow Selatan, Kab.",IDN_Bolaang_Mongondow_Selatan_18242,Number of Midwives,SH.MED.MWIV.TOTL,..,..,..,..,..,..,..,..,..,..,..,35,..,..,..
"Bolaang Mongondow Selatan, Kab.",IDN_Bolaang_Mongondow_Selatan_18242,Number of Puskesmas and its line services,SH.PUSKESMAS.TOTL,..,..,..,..,..,..,..,..,..,..,..,28,..,..,..
"Bolaang Mongondow Selatan, Kab.",IDN_Bolaang_Mongondow_Selatan_18242,Number of Polindes (Poliklinik Desa/Village Polyclinic),SH.POLINDES.TOTL,..,..,..,..,..,..,..,..,..,..,..,4,..,..,..
"Bolaang Mongondow Selatan, Kab.",IDN_Bolaang_Mongondow_Selatan_18242,Number of schools at junior secondary level,SE.SCHL.JRSEC,..,..,..,..,..,..,..,..,..,..,..,23,..,..,..
"Bolaang Mongondow Selatan, Kab.",IDN_Bolaang_Mongondow_Selatan_18242,Number of schools at primary level,SE.SCHL.PRM,..,..,..,..,..,..,..,..,..,..,..,67,..,..,..
"Bolaang Mongondow Selatan, Kab.",IDN_Bolaang_Mongondow_Selatan_18242,Number of schools at Senior Secondary level,SE.SCHL.SRSEC,..,..,..,..,..,..,..,..,..,..,..,10,..,..,..
"Bolaang Mongondow Selatan, Kab.",IDN_Bolaang_Mongondow_Selatan_18242,Poverty Line (in IDR),SI.POV.NAPL,..,..,..,..,..,..,..,..,..,..,224020,231920,234691,237554,239055
"Bolaang Mongondow Selatan, Kab.",IDN_Bolaang_Mongondow_Selatan_18242,Poverty Rate (in % of population),SI.POV.NAPR.ZS,..,..,..,..,..,..,..,..,..,..,18.81,16.57,15.07,15.28,15
"Bolaang Mongondow Selatan, Kab.",IDN_Bolaang_Mongondow_Selatan_18242,Poverty Gap (index),SI.POV.NGAP,..,..,..,..,..,..,..,..,..,..,4.2,2.57,2.47,1.74,2.83
"Bolaang Mongondow Selatan, Kab.",IDN_Bolaang_Mongondow_Selatan_18242,Total GDP based on expenditure (in IDR Million),NE.GDI.TOTL.CR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Bolaang Mongondow Selatan, Kab.",IDN_Bolaang_Mongondow_Selatan_18242,Total Population (in number of people),SP.POP.TOTL,..,..,..,..,..,..,..,..,..,52122,57001,58328,59294,60220,..
"Bolaang Mongondow Selatan, Kab.",IDN_Bolaang_Mongondow_Selatan_18242,Villages with road: Asphalt (in % of total villages),ROD.VILG.ASPH.ZS,..,..,..,..,..,..,..,..,..,..,..,75.38461,..,..,..
"Bolaang Mongondow Selatan, Kab.",IDN_Bolaang_Mongondow_Selatan_18242,Villages with road: Dirt (in % of total villages),ROD.VILG.DIRT.ZS,..,..,..,..,..,..,..,..,..,..,..,4.615385,..,..,..
"Bolaang Mongondow Selatan, Kab.",IDN_Bolaang_Mongondow_Selatan_18242,Villages with road: Gravel (in % of total villages),ROD.VILG.GRAVL.ZS,..,..,..,..,..,..,..,..,..,..,..,20,..,..,..
"Bolaang Mongondow Selatan, Kab.",IDN_Bolaang_Mongondow_Selatan_18242,Villages with road: Other (in % of total villages),ROD.VILG.OTHR.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Bolaang Mongondow Timur, Kab.",IDN_Bolaang_Mongondow_Timur_18243,Human Development Index,IDX.HDI,..,..,..,..,..,..,..,..,71.48622,..,..,72.97,..,73.75,..
"Bolaang Mongondow Timur, Kab.",IDN_Bolaang_Mongondow_Timur_18243,Morbidity Rate (in %),SH.MORB.ZS,..,..,..,..,..,..,..,..,..,..,44.13497,23.20973,12.5777989625931,10.0328035652637,..
"Bolaang Mongondow Timur, Kab.",IDN_Bolaang_Mongondow_Timur_18243,Net Enrollment Ratio: Primary (in %),SE.PRM.NENR.ZS,..,..,..,..,..,..,..,..,..,..,95.55,87.44,92.6,98.454453,98.72
"Bolaang Mongondow Timur, Kab.",IDN_Bolaang_Mongondow_Timur_18243,Net Enrollment Ratio: Junior Secondary (in %),SE.JRSEC.NENR.ZS,..,..,..,..,..,..,..,..,..,..,55.01,62.82,52.57,73.203758,75.84
"Bolaang Mongondow Timur, Kab.",IDN_Bolaang_Mongondow_Timur_18243,Net Enrollment Ratio: Senior Secondary (in %),SE.SRSEC.NENR.ZS,..,..,..,..,..,..,..,..,..,..,44.15,34.46,50.24,49.014622,58.48
"Bolaang Mongondow Timur, Kab.",IDN_Bolaang_Mongondow_Timur_18243,Number of hospitals,SH.HOSP.TOTL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Bolaang Mongondow Timur, Kab.",IDN_Bolaang_Mongondow_Timur_18243,Number of Doctors,SH.DR.TOTL,..,..,..,..,..,..,..,..,..,..,..,11,..,..,..
"Bolaang Mongondow Timur, Kab.",IDN_Bolaang_Mongondow_Timur_18243,Number of Midwives,SH.MED.MWIV.TOTL,..,..,..,..,..,..,..,..,..,..,..,38,..,..,..
"Bolaang Mongondow Timur, Kab.",IDN_Bolaang_Mongondow_Timur_18243,Number of Puskesmas and its line services,SH.PUSKESMAS.TOTL,..,..,..,..,..,..,..,..,..,..,..,20,..,..,..
"Bolaang Mongondow Timur, Kab.",IDN_Bolaang_Mongondow_Timur_18243,Number of Polindes (Poliklinik Desa/Village Polyclinic),SH.POLINDES.TOTL,..,..,..,..,..,..,..,..,..,..,..,7,..,..,..
"Bolaang Mongondow Timur, Kab.",IDN_Bolaang_Mongondow_Timur_18243,Number of schools at junior secondary level,SE.SCHL.JRSEC,..,..,..,..,..,..,..,..,..,..,..,19,..,..,..
"Bolaang Mongondow Timur, Kab.",IDN_Bolaang_Mongondow_Timur_18243,Number of schools at primary level,SE.SCHL.PRM,..,..,..,..,..,..,..,..,..,..,..,57,..,..,..
"Bolaang Mongondow Timur, Kab.",IDN_Bolaang_Mongondow_Timur_18243,Number of schools at Senior Secondary level,SE.SCHL.SRSEC,..,..,..,..,..,..,..,..,..,..,..,8,..,..,..
"Bolaang Mongondow Timur, Kab.",IDN_Bolaang_Mongondow_Timur_18243,Poverty Line (in IDR),SI.POV.NAPL,..,..,..,..,..,..,..,..,..,..,223074,232402,235203,237317,238422
"Bolaang Mongondow Timur, Kab.",IDN_Bolaang_Mongondow_Timur_18243,Poverty Rate (in % of population),SI.POV.NAPR.ZS,..,..,..,..,..,..,..,..,..,..,7.81,6.93,6.2,6.92,6.61
"Bolaang Mongondow Timur, Kab.",IDN_Bolaang_Mongondow_Timur_18243,Poverty Gap (index),SI.POV.NGAP,..,..,..,..,..,..,..,..,..,..,1.03,1.02,0.53,0.63,0.7
"Bolaang Mongondow Timur, Kab.",IDN_Bolaang_Mongondow_Timur_18243,Total GDP based on expenditure (in IDR Million),NE.GDI.TOTL.CR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Bolaang Mongondow Timur, Kab.",IDN_Bolaang_Mongondow_Timur_18243,Total Population (in number of people),SP.POP.TOTL,..,..,..,..,..,..,..,..,..,59401,63654,64884,65922,66790,..
"Bolaang Mongondow Timur, Kab.",IDN_Bolaang_Mongondow_Timur_18243,Villages with road: Asphalt (in % of total villages),ROD.VILG.ASPH.ZS,..,..,..,..,..,..,..,..,..,..,..,74,..,..,..
"Bolaang Mongondow Timur, Kab.",IDN_Bolaang_Mongondow_Timur_18243,Villages with road: Dirt (in % of total villages),ROD.VILG.DIRT.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Bolaang Mongondow Timur, Kab.",IDN_Bolaang_Mongondow_Timur_18243,Villages with road: Gravel (in % of total villages),ROD.VILG.GRAVL.ZS,..,..,..,..,..,..,..,..,..,..,..,26,..,..,..
"Bolaang Mongondow Timur, Kab.",IDN_Bolaang_Mongondow_Timur_18243,Villages with road: Other (in % of total villages),ROD.VILG.OTHR.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Bolaang Mongondow Utara, Kab.",IDN_Bolaang_Mongondow_Utara_18244,Human Development Index,IDX.HDI,..,..,..,..,..,..,..,71.30255,71.83725,..,..,73.08,..,73.94,..
"Bolaang Mongondow Utara, Kab.",IDN_Bolaang_Mongondow_Utara_18244,Morbidity Rate (in %),SH.MORB.ZS,..,..,..,..,..,..,..,47.94673,52.55888,60.83525,50.7196,26.38285,25.6387770175934,38.5695368051529,..
